chapter	ours	witness	votes	polled	verdict
13	immanitas	immanitas	4	4	confirm
13	grausamer	grausamer	4	4	confirm
13	Crudelem	preters	4	4	reject
13	vocat	vocat	4	4	confirm
13	merito	merito	4	4	confirm
13	sed	sed	4	4	confirm
13	populi	populi	4	4	confirm
13	enim	enim	3	4	confirm
13	crudelis	crudelis	3	4	confirm
13	crudeles	crudeles	4	4	confirm
13	jugulat	jugulat	4	4	confirm
13	sed	sed	4	4	confirm
13	crudelis	crudelis	3	4	confirm
13	patientibus	patientibus	4	4	confirm
13	esse	esse	4	4	confirm
13	videatur	videatur	4	4	confirm
13	Intro	htro	3	4	reject
13	suspensus	suspensus	3	4	confirm
13	patibulo	patibulo	3	4	confirm
13	crudeltm	crudelem	4	4	reject
13	judicem	judicem	4	4	confirm
13	putat	putat	4	4	confirm
13	crudelis	crudelis	3	4	confirm
13	furchtbar	furchtbar	4	4	confirm
13	etc	etc'	3	4	realword?
13	grausam	grausam	4	4	confirm
13	grimmig	grimmig	4	4	confirm
13	zornig	zor	4	4	reject
13	oi'xov	o	2	4	reject
13	wt	as	2	4	reject
13	sidera	sidera	4	4	confirm
13	QIWV	machus	4	4	reject
13	sein	sein	4	4	confirm
13	lexx	lexx	4	4	confirm
13	Hebr	Hebr	4	4	confirm
13	seq	seq	4	4	confirm
13	Bilder	Bilder	4	4	confirm
13	Orionen	Orionen	4	4	confirm
13	Sterne	Sterne	4	4	confirm
13	Himmel	Himmel	3	4	confirm
13	sein	sein	4	4	confirm
13	scheinen	scheinen	4	4	confirm
13	nicht	nicht	4	4	confirm
13	helle	helle	3	4	confirm
13	Sonne	Sonne	4	4	confirm
13	gehet	gehet	2	4	confirm
13	Jinster	Jinster	2	4	confirm
13	auf	auf	4	4	confirm
13	der	der	2	3	confirm
13	Mond	Mond	3	3	confirm
13	scheinet	scheinet	3	3	confirm
13	dunkel	dunkel	2	3	confirm
13	orbis	orbis	4	4	confirm
13	habitabilis	habitabilis	3	4	confirm
13	frugiferam	frugiferam	4	4	confirm
13	terram	terram	3	4	confirm
13	Dei	Dei	4	4	confirm
13	fiK	px	2	4	reject
13	orbis	orbis	4	4	confirm
13	Romanus	roma	4	4	reject
13	Ovid	Ovid	4	4	confirm
13	meus	mcus	2	4	reject
13	orbis	orbis	4	4	confirm
13	ieQj	son	3	4	reject
13	dr	the	3	4	reject
13	ov	threshing	3	4	reject
13	fortium	fortium	3	4	confirm
13	tyrannorum	tyrannorum	3	4	confirm
13	vir	vir	4	4	confirm
13	TQ	isaiah	4	4	reject
13	Coromandel	coro	4	4	reject
13	Huet	Huet	4	4	confirm
13	tB	ts	2	4	reject
13	dro	ens	2	4	reject
13	Eldorado	Eldorado	4	4	confirm
13	Rosenmüller	rosenmuller	3	4	realword?
13	Realworterbuch	Realworterbuch	4	4	confirm
13	Zohar	Zohar	4	4	confirm
13	seltener	seltener	4	4	confirm
13	seltene	seltene	4	4	confirm
13	OJJS	o	2	4	reject
13	JEschylus	ieschylus	3	4	reject
13	ndiAuwtov	latin	2	4	reject
13	ofiov	ox	2	4	reject
13	nso	s	2	4	reject
13	np	np	2	4	confirm
13	Madai	Madai	4	4	confirm
13	Thucydides	Thucydides	4	4	confirm
13	Plutarch	Plutarch	4	4	confirm
13	Japhet	Japhet	4	4	confirm
13	Dejoces	Dejoces	3	4	confirm
13	Phraortes	Phraortes	4	4	confirm
13	Cyaxares	Cyaxares	4	4	confirm
13	Cyaxares	Cyaxares	4	4	confirm
13	Xenophon	Xenophon	3	4	confirm
13	etc	etc'	3	4	realword?
13	vpaTa	but	2	4	reject
13	veanay	should	2	4	reject
13	wv	not	2	4	reject
13	Xenophon	Xenophon	4	4	confirm
13	Ammianus	Ammianus	4	4	confirm
13	Marcellinus	Marcellinus	4	4	confirm
13	Diodorus	Diodorus	4	4	confirm
13	Siculus	Siculus	4	4	confirm
13	Wn	Wn	2	4	confirm
13	ri	and	2	4	reject
13	Armenia	Armenia	4	4	confirm
13	Realworterbuch	Realworterbuch	4	4	confirm
13	tsn	are	2	4	reject
13	inclyta	inclyta	4	4	confirm
13	superbia	superbia	4	4	confirm
13	herrliche	herrliche	4	4	confirm
13	Pracht	Pracht	4	4	confirm
13	ornatus	ornatus	3	4	confirm
13	excellentiaque	excellentiaque	4	4	confirm
13	heerlickheyt	heer	4	4	reject
13	hoovaerdigheyt	hoovaerdigheyt	4	4	confirm
13	Lehrg	Lehrg	4	4	confirm
13	overthrew	overthrew	4	4	confirm
13	overthrew	overthrew	4	4	confirm
13	overthrew	overthrew	4	4	confirm
13	overthrew	overthreiv	2	4	reject
13	Hystaspes	Hystaspes	4	4	confirm
13	Demetrius	Demetrius	4	4	confirm
13	Seleucia	Seleucia	3	4	confirm
13	Ctesiphon	Ctesiphon	4	4	confirm
13	Strabo	Strabo	4	4	confirm
13	iav	pausanias	4	4	reject
13	Pausanias	says	4	4	reject
13	Christol	riah	4	4	reject
13	Rem	Rem	4	4	confirm
13	VTIX	nx	2	4	reject
13	bns	nj	2	4	reject
13	bnx	nx	2	4	reject
13	Strabo	Strabo	4	4	confirm
13	xcu	xal	2	4	reject
13	Jilted	filled	2	2	realword?
13	Hierozoicon	Hierozoicon	4	4	confirm
13	vampyres	vampyres	2	4	confirm
13	nx	nx	2	4	confirm
13	dTix	dins	2	4	reject
13	nx	in	2	4	reject
13	daemonibus	daemonibus	3	4	confirm
13	pilosi	pilosi	4	4	confirm
13	StiJ	here	2	4	reject
13	satyri	satyri	3	4	confirm
13	Feldgeister	feldgeisier	3	4	reject
13	Waldteufel	Waldteufel	4	4	confirm
13	Apocal	Apocal	4	4	confirm
13	vst	or	3	4	reject
13	loc	loc	4	4	confirm
13	Dn	n	2	4	reject
13	fyeen	been	4	4	reject
13	Milton	Milton	4	4	confirm
13	rnaabx	r	2	4	reject
14	lyrt	ir	2	4	reject
14	iria	na	2	4	reject
14	ins	ina	2	4	reject
14	eliget	eliget	4	4	confirm
14	Mibi	admissible	2	4	reject
14	seq	seq	4	4	confirm
14	Stamme	Stamme	4	4	confirm
14	Constantius	Constantius	4	4	confirm
14	pre	pre	4	4	confirm
14	buWith	but	4	4	reject
14	kwg	king	4	4	reject
14	Evilmerodach	Evilmerodach	3	4	confirm
14	Tia	into	2	4	reject
14	insg	distributively	2	4	reject
14	ruht	ruht	4	4	confirm
14	rastet	rastet	4	4	confirm
14	Erde	Erde	4	4	confirm
14	bricht	bricht	4	4	confirm
14	Jubel	Jubel	4	4	confirm
14	Rosenmüller	rosenmuller	3	4	realword?
14	Jamne	Jamne	3	4	confirm
14	erumpere	erumpere	4	4	confirm
14	hoc	hoc	4	4	confirm
14	licet	licet	4	4	confirm
14	mihi	mihi	4	4	confirm
14	gaudium	gaudium	4	4	confirm
14	floa	oa	3	4	reject
14	psr	fisz	2	4	reject
14	ys	it	3	4	reject
14	Antilibanus	Antilibanus	4	4	confirm
14	Libanus	Libanus	4	4	confirm
14	wbs	w	2	4	reject
14	cacumina	cacumina	4	4	confirm
14	nostra	nostra	4	4	confirm
14	clamour	clamour	4	4	confirm
14	Ipsi	Ipsi	4	4	confirm
14	laetitia	laetitia	4	4	confirm
14	voces	voces	4	4	confirm
14	sidera	sidera	3	4	confirm
14	Intonsi	Intonsi	4	4	confirm
14	ipsae	ipsae	4	4	confirm
14	carmina	carmina	4	4	confirm
14	Ipsa	Ipsa	4	4	confirm
14	arbusla	arbusla	4	4	confirm
14	r	n	2	4	realword?
14	avt'pij	participle	2	4	reject
14	usus	usus	4	4	confirm
14	loquendi	loquendi	4	4	confirm
14	that	thai	3	4	realword?
14	ascendet	ascendet	4	4	confirm
14	succidat	suc	4	4	reject
14	nos	cidat	4	4	reject
14	Apocal	Apocal	4	4	confirm
14	spectres	spectres	4	4	confirm
14	sepulchre	sepulchre	4	4	confirm
14	Holle	Holle	3	4	confirm
14	Hbhle	hohle	4	4	reject
14	Anglo	Anglo	4	4	confirm
14	helan	helan	4	4	confirm
14	Schattenreich	Schattenreich	4	4	confirm
14	Todtenreich	Todtenreich	4	4	confirm
14	Unterwelt	Unterwelt	3	4	confirm
14	Holle	Holle	4	4	confirm
14	tertium	tertium	4	4	confirm
14	KSn	xsn	2	4	reject
14	rnbn	n	3	4	reject
14	spectres	spectres	4	4	confirm
14	Rem	Rem	4	4	confirm
14	aia	xia	2	4	reject
14	nis	nis	2	4	confirm
14	rntn	nnn	2	3	reject
14	von	von	4	4	confirm
14	unten	unten	4	4	confirm
14	namlich	namlich	4	4	confirm
14	entgegen	ent	4	4	reject
14	dem	gegen	4	4	reject
14	von	von	4	4	confirm
14	oben	oben	4	4	confirm
14	kommenden	kommenden	4	4	confirm
14	Chaldaer	Chaldaer	4	4	confirm
14	konige	konige	4	4	confirm
14	DiTins	n	2	4	reject
14	ins	the	2	4	reject
14	Machtigen	Machtigen	4	4	confirm
14	ludibria	ludi	3	4	reject
14	loquentur	loquentur	4	4	confirm
14	CEcolampadius	CEcolampadius	3	4	confirm
14	einander	einander	4	4	confirm
14	reden	reden	4	4	confirm
14	vociferabuntur	vociferabuntur	3	4	confirm
14	bs	x	2	4	reject
14	praegnans	praegnans	4	4	confirm
14	bsa	b	2	4	reject
14	DB	as	3	4	reject
14	hb	rib	2	4	reject
14	gebettet	gebettet	4	4	confirm
14	unter	unter	4	4	confirm
14	dir	dir	4	4	confirm
14	mit	mit	4	4	confirm
14	Gewi'irm	gewiirm	2	4	reject
14	clothes'	clothes	4	4	realword?
14	Von	Von	4	4	confirm
14	Rosenmüller	rosenmuller	3	4	realword?
14	Tertullian	Tertullian	3	4	confirm
14	dejectus	dejectus	4	4	confirm
14	terram	terram	4	4	confirm
14	bs	bs	2	4	confirm
14	ws	h	2	4	reject
14	Iongum	ion	4	4	reject
14	esset	morabimur	3	4	reject
14	omnia	omnia	4	4	confirm
14	bs	bs	2	4	confirm
14	debilitator	debilitator	4	4	confirm
14	jVi	vi	2	4	reject
14	Lightfoot	Lightfoot	4	4	confirm
14	sitteth	sitteth	4	4	confirm
14	Meru	Meru	4	4	confirm
14	Hindoo	Hindoo	4	4	confirm
14	Elborz	Elborz	4	4	confirm
14	Elborj	Elborj	4	4	confirm
14	eV	v	3	4	reject
14	OQSI	oqei	2	4	reject
14	Caucasus	Caucasus	4	4	confirm
14	nsia	i	2	4	reject
14	Hindoo	Hindoo	4	4	confirm
14	im	im	4	4	confirm
14	Berge	Berge	4	4	confirm
14	heights'	heights	3	3	realword?
14	ss	people	3	4	reject
14	morabimur	esset	3	4	reject
14	quae	quae	4	4	confirm
14	evidentia	evidentia	4	4	confirm
14	diutius	diutius	4	4	confirm
14	nx	is	2	4	reject
14	jS	t	2	4	reject
14	lia	lia	2	4	confirm
14	sepulchres	sepulchres	4	4	confirm
14	profundum	profundum	4	4	confirm
14	inclinabuntur	inclinabuntur	3	3	confirm
14	iterum	iterum	4	4	confirm
14	propheta	propheta	4	4	confirm
14	regem	regem	4	4	confirm
14	deridet	deri	4	4	reject
14	prudente	prudente	4	4	confirm
14	deinem	deinem	4	4	confirm
14	Beyspiele	Beyspiele	4	4	confirm
14	klug	klug	4	4	confirm
14	werden	werden	4	4	confirm
14	frugiferam	frugi	4	4	reject
14	orbem	orbem	4	4	confirm
14	habitalem	habitalem	4	4	confirm
14	carcerem	carcerem	4	4	confirm
14	solvebat	solvebat	4	4	confirm
14	reversuros	reversuros	4	4	confirm
14	domum	domum	4	4	confirm
14	nrs	nns	3	4	reject
14	Diodorus	Diodorus	4	4	confirm
14	paid	paid	4	4	confirm
14	Belus	Belus	4	4	confirm
14	Persepolis	Persepolis	4	4	confirm
14	sepulchres	sepulchres	4	4	confirm
14	sepulchre	sepulchre	4	4	confirm
14	Ecc	and	3	4	reject
14	nothimg	nothimg	4	4	confirm
14	sepulchres	sepulchres	4	4	confirm
14	sepulchres	sepulchres	4	4	confirm
14	obvolutus	obvolutus	4	4	confirm
14	interfecti	interfecti	3	4	confirm
14	gladio	gladio	4	4	confirm
14	sepulchres	sepulchres	4	4	confirm
14	Tia	lis	2	4	reject
14	onustis	onustis	4	4	confirm
14	gladio	gladio	4	4	confirm
14	onustorum	onustorum	4	4	confirm
14	crebris	crebris	4	4	confirm
14	ictibus	ictibus	3	4	confirm
14	Maimonides	Maimonides	3	4	confirm
14	paj	i	2	4	reject
14	Evilmerodach	Evilmerodach	4	4	confirm
14	Nabonned	Nabonned	4	4	confirm
14	dvocios	avoaiog	2	4	reject
14	Xenophon	Xenophon	4	4	confirm
14	CWE	t	2	4	reject
14	Jill	fill	3	4	realword?
14	Rosenmüller	rosenmuller	2	3	realword?
14	lictores	lictores	4	4	confirm
14	aut	aut	3	4	confirm
14	Schlachtbank	Schlachtbank	4	4	confirm
14	Blutbad	Blutbad	4	4	confirm
14	Von	Von	4	4	confirm
14	Kolln	Kolln	4	4	confirm
14	diis	modification	3	4	reject
14	nepos	nepos	4	4	confirm
14	consanguineum	consanguineum	4	4	confirm
14	ovopa	ovofia	2	4	reject
14	reliquias	reliquias	4	4	confirm
14	progeniem	progeniem	4	4	confirm
14	tempus	tempus	4	4	confirm
14	IBJ	ibp	2	4	reject
14	demergam	demergam	4	4	confirm
14	profundum	pro	4	4	reject
14	lutum	fundum	4	4	reject
14	perdam	perdam	3	4	confirm
14	nxsx	the	3	4	reject
14	Abgrund	Abgrund	4	4	confirm
14	des	des	4	4	confirm
14	Nichts	Nichts	4	4	confirm
14	versenken	versenken	4	4	confirm
14	terens	terens	3	4	confirm
14	evacuans	evacuans	3	4	confirm
14	mentiar	mentiar	4	4	confirm
14	pri	p	2	4	reject
14	le	antithesis	2	4	reject
14	nipn	dipn	3	4	reject
14	havefactum	have	3	4	reject
14	geschehen	geschehen	2	4	confirm
14	poem'	poem	3	3	realword?
14	twefth	twefth	4	4	confirm
14	Horace	Horace	4	4	confirm
14	libitum	libitum	4	4	confirm
14	unbiassed	unbiassed	4	4	confirm
14	F	i	4	4	realword?
14	Armenia	Armenia	4	4	confirm
14	Greece	Greece	4	4	confirm
14	Thrace	Thrace	4	4	confirm
14	Illyria	Illyria	4	4	confirm
14	Hungary	Hungary	4	4	confirm
14	Dei	Dei	4	4	confirm
14	terra	terra	4	4	confirm
14	ipsius	ipsius	4	4	confirm
14	atque	atque	4	4	confirm
14	ecclesiae	ecclesiae	4	4	confirm
14	suspicio	suspicio	4	4	confirm
14	igitur	igitur	2	4	confirm
14	prophetiam	prophetiam	4	4	confirm
14	hanc	hanc	3	4	confirm
14	loqui	loqui	4	4	confirm
14	hisce	hisce	4	4	confirm
14	nunc	nunc	4	4	confirm
14	nominari	nominari	4	4	confirm
14	possunt	possunt	4	4	confirm
14	vereiteln	vereiteln	3	4	confirm
14	ausgereckte	ausgereckte	4	4	confirm
14	ve	verb	4	4	reject
14	rb	by	4	4	reject
14	zuriickschrecken	zuriickschrecken	3	4	confirm
14	hemmen	tion	4	4	reject
14	avertet	avertet	4	4	confirm
14	retroaget	ceius	4	4	reject
14	consilium	consilium	4	4	confirm
14	ceperit	ceperit	4	4	confirm
14	gestreckt	gestreckt	4	4	confirm
14	allofthee	all	4	4	reject
14	nabs	nobs	2	3	realword?
14	Cappadocia	Cappadocia	4	4	confirm
14	Cyprus	Cyprus	4	4	confirm
14	aMcpvl	clause	4	4	reject
14	paid	paid	4	4	confirm
14	Jehoram	Jehoram	4	4	confirm
14	Hierozoicon	Hierozoicon	4	4	confirm
14	Alterthumskunde	Alterthumskunde	4	4	confirm
14	iB	to	3	4	reject
14	Tiglath	Tiglath	4	4	confirm
14	miseriis	miseriis	4	4	confirm
14	nn	sin	2	4	reject
14	personae	personae	4	4	confirm
14	Ashdod	Ashdod	4	4	confirm
14	Ibs	this	2	4	reject
14	liquefactum	lique	4	4	reject
14	Palaestina	Palaestina	4	4	confirm
14	universum	universum	4	4	confirm
14	Virgil's	Virgil's	4	4	confirm
14	fumantes	fumantes	2	4	confirm
14	pulvere	pulvere	3	4	confirm
14	Rosenmüller	rosenmiiller	2	3	realword?
14	isia	viz	2	4	reject
14	Palestina	Palestina	3	4	confirm
14	hanc	hanc	3	4	confirm
14	interpretationem	interpretationem	4	4	confirm
14	totam	totam	4	4	confirm
14	suo	suo	4	4	confirm
14	relinquam	relinquam	3	4	confirm
14	amplius	amplius	4	4	confirm
14	enim	enim	4	4	confirm
14	paradoxa	paradoxa	4	4	confirm
14	communi	communi	3	4	confirm
14	aliena	aliena	4	4	confirm
14	lotg	the	4	4	reject
15	Tirhaka	Tirhaka	4	4	confirm
15	Tiglath	Tiglath	4	4	confirm
15	Esarhaddon	Esarhaddon	4	4	confirm
15	usu	more	3	4	reject
15	etc	etc'	3	4	realword?
15	ja	ja	4	4	confirm
15	Arnon	town	4	4	reject
15	Areopolis	Areopolis	4	4	confirm
15	Rhabmathmom	rhabmath	3	4	reject
15	Rabbath	Rabbath	4	4	confirm
15	Kerakka	Kerakka	3	4	confirm
15	Rosenmüller	rosenmiiller	2	4	realword?
15	n	r	2	2	realword?
15	meon	meon	3	4	confirm
15	Maein	Maein	3	4	confirm
15	unpa	wipn	2	4	reject
15	Chemosh	Chemosh	4	4	confirm
15	Arnon	Arnon	3	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Diban	Diban	4	4	confirm
15	Jericho	Jericho	4	4	confirm
15	Wady	Wady	4	4	confirm
15	Hesban	Hesban	4	4	confirm
15	atbn	isbn	3	4	reject
15	heroes	heroes	4	4	confirm
15	equipped	equipped	4	4	confirm
15	Qwpot	t	2	4	reject
15	heroes	heroes	4	4	confirm
15	vociferentur	vociferentur	4	4	confirm
15	classicum	classicum	4	4	confirm
15	canant	canant	4	4	confirm
15	barritum	barritum	4	4	confirm
15	faciant	faciant	4	4	confirm
15	clamorem	clamorem	4	4	confirm
15	tollant	tollant	3	4	confirm
15	praelio	praelio	4	4	confirm
15	yvw	jvw	2	4	reject
15	verzaget	verzaget	3	4	confirm
15	ululabit	ululabit	4	4	confirm
15	sibi	sibi	4	4	confirm
15	art	part	4	4	realword?
15	irima	irrnn	2	3	reject
15	vectes	vectes	4	4	confirm
15	Eglath	Eglath	4	4	confirm
15	Shelishiyyah	Shelishiyyah	4	4	confirm
15	Eglath	Eglath	4	4	confirm
15	Lightfoot	Lightfoot	4	4	confirm
15	Eglah	Eglah	4	4	confirm
15	Eglath	Eglath	4	4	confirm
15	Egels	Egels	4	4	confirm
15	Eglah	Eglah	4	4	confirm
15	Eglah	Eglah	4	4	confirm
15	Lightfoot's	Lightfoot's	4	4	confirm
15	Ramathaim	Ramathaim	4	4	confirm
15	horon	horon	4	4	confirm
15	Lightfoot	Lightfoot	4	4	confirm
15	Eglah	Eglah	4	4	confirm
15	AyvCk	ayalla	3	4	reject
15	ku	of	3	4	reject
15	Ejlun	Ejlun	2	4	confirm
15	JL	of	3	4	reject
15	Abulfeda	Abulfeda	4	4	confirm
15	Eglath	Eglath	4	4	confirm
15	Shelishiyah	Shelishiyah	4	4	confirm
15	domitura	domitura	4	4	confirm
15	trimatu	tri	4	4	reject
15	postea	matu	4	4	reject
15	antea	antea	4	4	confirm
15	praematura	praemaiura	2	4	reject
15	Aristotle	Aristotle	4	4	confirm
15	PfoovTcu	imperative	2	4	reject
15	Areopolis	Areopolis	4	4	confirm
15	Luitha	lui	4	4	reject
15	horon	horon	4	4	confirm
15	locuscavitatis	locus	4	4	reject
15	Ifc	n	2	4	reject
15	Pilpel	Pilpel	4	4	confirm
15	isnsn	either	2	4	reject
15	isHs	i	2	4	reject
15	Aurivillius	Aurivillius	4	4	confirm
15	Lightfoot	Lightfoot	3	3	confirm
15	rivorum	rivo	4	4	reject
15	ccnfluentium	rum	3	4	reject
15	Nimrimorum	Nimrimorum	4	4	confirm
15	desolationes	desolationes	4	4	confirm
15	erunt	erunt	4	4	confirm
15	Nimrah	Nimrah	3	4	confirm
15	nimrah	nimrah	4	4	confirm
15	herba	herba	3	4	confirm
15	viror	viror	3	4	confirm
15	JSAIAH	chap	3	4	reject
15	ofjhe	of	4	4	reject
15	DWS	d	2	4	reject
15	bfis	n	2	4	reject
15	Rabcnbach	rabenbach	2	4	reject
15	Ravenbrook	Ravenbrook	4	4	confirm
15	Wady	Wady	4	4	confirm
15	Ahsa	Ahsa	4	4	confirm
15	Burckhardt	Burckhardt	4	4	confirm
15	Wady	Wady	4	4	confirm
15	Ahsy	Ahsy	3	4	confirm
15	Kerek	Kerek	4	4	confirm
15	Gebal	Gebal	4	4	confirm
15	Areopolis	Areopolis	4	4	confirm
15	dyalla	here	2	4	reject
15	heroes	heroes	4	4	confirm
15	mappik	mappik	4	4	confirm
15	Aurivillius	Aurivillius	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	tt	cn	2	4	reject
15	Dimon	Dimon	4	4	confirm
15	Arnon	Arnon	3	4	confirm
15	Megiddo	Megiddo	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Dimon	Dimon	4	4	confirm
15	Admah	Admah	4	4	confirm
15	Areopolis	Areopolis	4	4	confirm
15	Admah	Admah	4	4	confirm
16	Ahab	Ahab	4	4	confirm
16	paid	paid	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Idumean	Idumean	4	4	confirm
16	paid	paid	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Strabo	Strabo	4	4	confirm
16	Diodorus	Diodorus	3	4	confirm
16	Petraea	Petraea	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Trajan	Trajan	4	4	confirm
16	Hadrian	Hadrian	4	4	confirm
16	Burckhardt	Burckhardt	4	4	confirm
16	Seetzen's	Seetzen's	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Wady	Wady	2	4	confirm
16	Irby	Irby	4	4	confirm
16	Petra	Petra	3	4	confirm
16	Petra	Petra	4	4	confirm
16	Petra	Petra	4	4	confirm
16	Petra	Petra	4	4	confirm
16	edaces	edaces	4	4	confirm
16	Virgil	Virgil	4	4	confirm
16	neighbourhoods	neighbour	4	4	reject
16	Arnon	Arnon	4	4	confirm
16	Arnon	Arnon	4	4	confirm
16	Arnon	Arnon	4	4	confirm
16	cn	n	2	4	reject
16	harbour	harbour	4	4	confirm
16	Tiglath	Tiglath	4	4	confirm
16	tr	tramplers	3	4	reject
16	Gedaliah	geda	4	4	reject
16	boured	boured	4	4	confirm
16	etc	etc'	3	4	realword?
16	aturally	with	4	4	reject
16	jS	it	2	4	reject
16	njoa	nxin	2	4	reject
16	quotquot	quotquot	4	4	confirm
16	ganz	ganz	3	4	confirm
16	jammre	jammre	4	4	confirm
16	muros	muros	3	4	confirm
16	colloquemini	colloquemini	4	4	confirm
16	laetantur	laetantur	4	4	confirm
16	muros	muros	4	4	confirm
16	cocti	cocti	4	4	confirm
16	lateris	lateris	4	4	confirm
16	xxu	xxn	3	4	reject
16	wineflagons	wine	3	4	reject
16	tniD	d	2	4	reject
16	iiux	to	2	4	reject
16	wm	and	2	4	reject
16	uvarum	uvarum	4	4	confirm
16	nur	nur	4	4	confirm
16	zerschlagen	zerschlagen	2	4	confirm
16	nichts	nichts	4	4	confirm
16	als	als	4	4	confirm
16	ia	as	2	4	reject
16	overcame	overcame	4	4	confirm
16	mpviia	this	2	4	reject
16	pTUB	p	2	4	reject
16	Philadelphia	Philadelphia	4	4	confirm
16	p'n	r'n	2	4	reject
16	ttj	words	2	4	reject
16	missiones	missiones	4	4	confirm
16	Seetzen	Seetzen	4	4	confirm
16	Szalt	Szalt	4	4	confirm
16	Ramoth	cient	4	4	reject
16	Burckhardt	Burckhardt	4	4	confirm
16	Buckingham	Buckingham	4	4	confirm
16	ronx	together	2	4	reject
16	tflebo	it	2	4	reject
16	fletu	in	4	4	reject
16	inebriabo	inebriabo	4	4	confirm
16	irrigabo	irrigabo	4	4	confirm
16	uberstrome	iiberstrome	3	4	reject
16	pp	pp	2	4	confirm
16	hominem	hominem	4	4	confirm
16	Schlachtruf	Schlachtruf	4	4	confirm
16	nicht	nicht	4	4	confirm
16	Herbstruf	Herbstruf	4	4	confirm
16	audacter	audacter	3	4	confirm
16	aeque	aeque	3	4	confirm
16	ac	ac	4	4	confirm
16	absurde	absurde	3	4	confirm
16	EPK	equivalent	3	4	reject
16	nemo	to	3	4	reject
16	Palul	Palul	4	4	confirm
16	ls	not	3	4	reject
16	wilden	wilden	4	4	confirm
16	Larm	Larm	4	4	confirm
16	harvestshout	harvest	4	4	reject
16	Kirhares	Kirhares	4	4	confirm
16	totus	totus	4	4	confirm
16	commovebor	commovebor	4	4	confirm
16	ftao	rwn	2	4	reject
16	sieht	sieht	4	4	confirm
16	muhet	muhet	4	4	confirm
16	zieht	zieht	4	4	confirm
16	erscheint	erscheint	4	4	confirm
16	umsonst	umsonst	4	4	confirm
16	weint	weint	3	4	confirm
16	oV	and	2	4	reject
16	vb	xb	2	4	reject
16	Ephraem	Ephraem	4	4	confirm
16	Syrus	Syrus	4	4	confirm
16	Melech	Melech	4	4	confirm
16	Chemosh	Chemosh	4	4	confirm
16	Chemosh	Chemosh	4	4	confirm
16	Tirhakah	Tirhakah	4	4	confirm
16	Esarhaddon	Esarhaddon	4	4	confirm
17	Tiglath	Tiglath	4	4	confirm
17	acervus	men	4	4	reject
17	ruinae	ruinae	3	4	confirm
17	Rezon	Rezon	4	4	confirm
17	Benhadad	Benhadad	4	4	confirm
17	Hazael	Hazael	4	4	confirm
17	Rezon	Rezon	4	4	confirm
17	Omnis	Omnis	4	4	confirm
17	docet	docet	4	4	confirm
17	historia	historia	4	4	confirm
17	mundi	mundi	4	4	confirm
17	accidere	accidere	4	4	confirm
17	lusu	lusu	4	4	confirm
17	quodam	quodam	4	4	confirm
17	Providentiae	provi	4	4	reject
17	Divinae	dentiae	4	4	reject
17	regna	regna	4	4	confirm
17	iisdem	iisdem	4	4	confirm
17	vel	vel	4	4	confirm
17	similibus	similibus	4	4	confirm
17	nominibus	nominibus	4	4	confirm
17	oriantur	oriantur	4	4	confirm
17	occidant	occidant	4	4	confirm
17	Rabbah	rab	3	4	reject
17	Chrysorroas	Chrysorroas	4	4	confirm
17	Arnon	Arnon	4	4	confirm
17	ns	ns	3	4	confirm
17	itts	lias	2	4	reject
17	etc	etc'	2	3	realword?
17	quidem	quidem	4	4	confirm
17	bx	to	2	4	reject
17	Erntezeit	Erntezeit	4	4	confirm
17	amiral	amiral	4	4	confirm
17	IBSO	this	3	4	reject
17	Thegleanings	Thegleanings	4	4	confirm
17	oag	jarchi	2	4	reject
17	looti	look	4	4	reject
17	Ashtoreth	Ashtoreth	2	4	confirm
17	erectas	erectas	4	4	confirm
17	operi	operi	4	4	confirm
17	manuum	manuum	4	4	confirm
17	mrQTEtt	safety	2	4	reject
17	ittJx	always	2	4	reject
17	Selden	Selden	4	4	confirm
17	Ashtoreth	Ashtoreth	4	4	confirm
17	Gotzenhainer	pretation	4	4	reject
17	assn	d	2	4	reject
17	fiati	nan	3	4	reject
17	cippi	cippi	4	4	confirm
17	ttn	an	2	4	reject
17	aprica	aprica	4	4	confirm
17	statuas	statuas	3	4	confirm
17	subdiales	subdiales	3	4	confirm
17	Horesh	Horesh	4	4	confirm
17	Harosheth	Harosheth	3	4	confirm
17	goim	goim	4	4	confirm
17	ol	ol	3	4	confirm
17	xal	xal	2	4	confirm
17	ol	ol	3	4	confirm
17	aratra	aratra	4	4	confirm
17	segetes	segetes	3	4	confirm
17	arationis	arationis	4	4	confirm
17	forsook	forsook	4	4	confirm
17	Sisera	Sisera	4	4	confirm
17	Barak	Barak	4	4	confirm
17	or	for	3	4	realword?
17	Barbarus	Barbarus	4	4	confirm
17	segetes	segetes	4	4	confirm
17	culta	culta	3	4	confirm
